DISTRICT,YEAR,WINNER,VOTES
OR-01,2014,libertarian,11213.0
OR-01,2014,green,11163.0
OR-02,2014,republican,202374.0
OR-02,2014,democrat,73785.0
OR-02,2014,libertarian,10491.0
OR-03,2014,democrat,211748.0
OR-03,2014,green,12106.0
OR-03,2014,nonaffiliated,4009.0
OR-03,2014,republican,57424.0
OR-03,2014,libertarian,6381.0
OR-04,2014,republican,116534.0
OR-04,2014,libertarian,4676.0
OR-04,2014,democrat,181624.0
OR-04,2014,green,6863.0
OR-05,2014,republican,110332.0
OR-05,2014,democrat,150944.0
OR-05,2014,independent,7674.0
OR-05,2014,libertarian,5198.0
OR-05,2014,constitution,6208.0
PA-01,2014,republican,27193.0
PA-01,2014,democrat,131248.0
PA-02,2014,republican,25397.0
PA-02,2014,democrat,181141.0
PA-03,2014,democrat,73931.0
PA-03,2014,republican,113859.0
PA-04,2014,republican,147090.0
PA-04,2014,democrat,50250.0
PA-05,2014,democrat,65839.0
PA-05,2014,republican,115018.0
PA-06,2014,republican,119643.0
PA-06,2014,democrat,92901.0
PA-07,2014,republican,145869.0
PA-07,2014,democrat,89256.0
PA-08,2014,republican,137731.0
PA-08,2014,democrat,84767.0
PA-09,2014,republican,110094.0
PA-09,2014,democrat,63223.0
PA-10,2014,republican,112851.0
PA-10,2014,independent,22734.0
PA-10,2014,democrat,44737.0
PA-11,2014,democrat,62228.0
PA-11,2014,republican,122464.0
PA-12,2014,republican,127993.0
PA-12,2014,democrat,87928.0
PA-13,2014,democrat,123601.0
PA-13,2014,republican,60549.0
PA-14,2014,democrat,148351.0
PA-15,2014,republican,128285.0
PA-16,2014,republican,101722.0
PA-16,2014,democrat,74513.0
PA-17,2014,republican,71371.0
PA-17,2014,democrat,93680.0
PA-18,2014,republican,166076.0
RI-01,2014,republican,58877.0
RI-01,2014,democrat,87060.0
RI-02,2014,republican,63844.0
RI-02,2014,democrat,105716.0
SC-01,2014,republican,119392.0
SC-02,2014,labor,4158.0
SC-02,2014,republican,121649.0
SC-02,2014,democrat,68719.0
SC-03,2014,democrat,47181.0
SC-03,2014,republican,116741.0
SC-04,2014,libertarian,21969.0
SC-04,2014,republican,126452.0
SC-05,2014,republican,103078.0
SC-05,2014,working families,5183.0
SC-05,2014,democrat,66802.0
SC-06,2014,democrat,125747.0
SC-06,2014,libertarian,3176.0
SC-06,2014,republican,44311.0
SC-07,2014,republican,102833.0
SC-07,2014,democrat,68576.0
SD-00,2014,democrat,92485.0
SD-00,2014,republican,183834.0
TN-01,2014,independent,9906.0
TN-01,2014,green,9869.0
TN-01,2014,republican,115533.0
TN-02,2014,democrat,37612.0
TN-02,2014,green,4033.0
TN-02,2014,republican,120883.0
TN-02,2014,independent,4223.0
TN-03,2014,independent,4770.0
TN-03,2014,democrat,53983.0
TN-03,2014,republican,97344.0
TN-04,2014,republican,84815.0
TN-04,2014,independent,9246.0
TN-04,2014,democrat,51357.0
TN-05,2014,democrat,96148.0
TN-05,2014,republican,55078.0
TN-05,2014,independent,3050.0
TN-06,2014,democrat,37232.0
TN-06,2014,republican,115231.0
TN-06,2014,independent,9634.0
TN-07,2014,democrat,42280.0
TN-07,2014,independent,5093.0
TN-07,2014,republican,110534.0
TN-08,2014,democrat,42433.0
TN-08,2014,constitution,4451.0
TN-08,2014,republican,122255.0
TN-08,2014,independent,3452.0
TN-09,2014,democrat,87376.0
TN-09,2014,independent,766.0
TN-09,2014,republican,27173.0
TX-01,2014,republican,115084.0
TX-01,2014,democrat,33476.0
TX-02,2014,libertarian,2316.0
TX-02,2014,democrat,44462.0
TX-02,2014,green,1312.0
TX-02,2014,republican,101936.0
TX-03,2014,green,24876.0
TX-03,2014,republican,113404.0
TX-04,2014,republican,115085.0
TX-05,2014,republican,88998.0
TX-05,2014,libertarian,15264.0
TX-06,2014,republican,92334.0
TX-06,2014,libertarian,3635.0
TX-06,2014,democrat,55027.0
TX-07,2014,democrat,49478.0
TX-07,2014,libertarian,3135.0
TX-07,2014,republican,90606.0
TX-08,2014,republican,125066.0
TX-08,2014,libertarian,14947.0
TX-09,2014,libertarian,7894.0
TX-09,2014,democrat,78109.0
TX-10,2014,republican,109726.0
TX-10,2014,libertarian,6491.0
TX-10,2014,democrat,60243.0
TX-11,2014,republican,107939.0
TX-11,2014,libertarian,11635.0
TX-12,2014,democrat,41757.0
TX-12,2014,republican,113186.0
TX-12,2014,libertarian,3787.0
TX-13,2014,green,924.0
TX-13,2014,democrat,16822.0
TX-13,2014,libertarian,2863.0
TX-13,2014,republican,110842.0
TX-14,2014,republican,90116.0
TX-14,2014,libertarian,3037.0
TX-14,2014,democrat,52545.0
TX-15,2014,libertarian,2460.0
TX-15,2014,democrat,48708.0
TX-15,2014,republican,39016.0
TX-16,2014,democrat,49338.0
TX-16,2014,libertarian,2443.0
TX-16,2014,republican,21324.0
TX-17,2014,democrat,43049.0
TX-17,2014,republican,85807.0
TX-17,2014,libertarian,4009.0
TX-18,2014,independent,2362.0
TX-18,2014,democrat,76097.0
TX-18,2014,republican,26249.0
TX-18,2014,green,1302.0
TX-19,2014,republican,90160.0
TX-19,2014,democrat,21458.0
TX-19,2014,libertarian,5146.0
TX-20,2014,libertarian,21410.0
TX-20,2014,democrat,66554.0
TX-21,2014,green,27831.0
TX-21,2014,republican,135660.0
TX-21,2014,libertarian,25505.0
TX-22,2014,republican,100861.0
TX-22,2014,libertarian,2861.0
TX-22,2014,democrat,47844.0
TX-23,2014,libertarian,2933.0
TX-23,2014,republican,57459.0
TX-23,2014,democrat,55037.0
TX-24,2014,democrat,46548.0
TX-24,2014,libertarian,3813.0
TX-24,2014,republican,93712.0
TX-25,2014,libertarian,6300.0
TX-25,2014,republican,107120.0
TX-25,2014,democrat,64463.0
TX-26,2014,libertarian,24526.0
TX-26,2014,republican,116944.0
TX-27,2014,republican,83342.0
TX-27,2014,libertarian,3553.0
TX-27,2014,democrat,44152.0
TX-28,2014,green,3475.0
TX-28,2014,libertarian,10153.0
TX-28,2014,democrat,62508.0
TX-29,2014,libertarian,4822.0
TX-29,2014,democrat,41321.0
TX-30,2014,democrat,93041.0
TX-30,2014,libertarian,7154.0
TX-30,2014,independent,5598.0
TX-31,2014,democrat,45715.0
TX-31,2014,republican,91607.0
TX-31,2014,libertarian,5706.0
TX-32,2014,libertarian,4276.0
TX-32,2014,democrat,55325.0
TX-32,2014,republican,96495.0
TX-33,2014,libertarian,6823.0
TX-33,2014,democrat,43769.0
TX-34,2014,republican,30811.0
TX-34,2014,democrat,47503.0
TX-34,2014,libertarian,1563.0
TX-35,2014,libertarian,2767.0
TX-35,2014,democrat,60124.0
TX-35,2014,green,1294.0
TX-35,2014,republican,32040.0
TX-36,2014,republican,101663.0
TX-36,2014,libertarian,1951.0
TX-36,2014,green,685.0
TX-36,2014,democrat,29543.0
UT-01,2014,democrat,36422.0
UT-01,2014,libertarian,4847.0
UT-01,2014,independent american,4534.0
UT-01,2014,republican,84231.0
UT-02,2014,unaffiliated,1734.0
UT-02,2014,independent american,3328.0
UT-02,2014,constitution,4509.0
UT-02,2014,democrat,47585.0
UT-02,2014,republican,88915.0
UT-03,2014,independent american,3192.0
UT-03,2014,unaffiliated,2584.0
UT-03,2014,democrat,32059.0
UT-03,2014,republican,102952.0
UT-04,2014,republican,74936.0
UT-04,2014,democrat,67425.0
UT-04,2014,independent american,2032.0
UT-04,2014,libertarian,1351.0
UT-04,2014,constitution,1424.0
VT-00,2014,energy independence,2024.0
VT-00,2014,independent,2750.0
VT-00,2014,liberty union,2071.0
VT-00,2014,republican,59432.0
VT-00,2014,democrat,123349.0
VA-01,2014,republican,131861.0
VA-01,2014,independent green,5097.0
VA-01,2014,democrat,72059.0
VA-02,2014,democrat,71178.0
VA-02,2014,republican,101558.0
VA-03,2014,democrat,139197.0
VA-04,2014,libertarian,4427.0
VA-04,2014,democrat,75270.0
VA-04,2014,republican,120684.0
VA-05,2014,democrat,73482.0
VA-05,2014,independent green,2209.0
VA-05,2014,libertarian,4298.0
VA-05,2014,republican,124735.0
VA-06,2014,libertarian,22161.0
VA-06,2014,independent green,21447.0
VA-06,2014,republican,133898.0
VA-07,2014,republican,148026.0
VA-07,2014,democrat,89914.0
VA-07,2014,libertarian,5086.0
VA-08,2014,democrat,128102.0
VA-08,2014,independent,5420.0
VA-08,2014,libertarian,4409.0
VA-08,2014,republican,63810.0
VA-08,2014,independent green,963.0
VA-09,2014,republican,117465.0
VA-09,2014,independent,39412.0
VA-10,2014,libertarian,3393.0
VA-10,2014,republican,125914.0
VA-10,2014,independent green,946.0
VA-10,2014,democrat,89957.0
VA-10,2014,independent,2442.0
VA-11,2014,democrat,106780.0
VA-11,2014,green,1739.0
VA-11,2014,republican,75796.0
VA-11,2014,libertarian,3264.0
WA-01,2014,republican,101428.0
WA-01,2014,democrat,124151.0
WA-02,2014,republican,79518.0
WA-02,2014,democrat,122173.0
WA-03,2014,democrat,78018.0
WA-03,2014,republican,124796.0
WA-04,2014,republican,77772.0
WA-05,2014,democrat,87772.0
WA-05,2014,republican,135470.0
WA-06,2014,republican,83025.0
WA-06,2014,democrat,141265.0
WA-07,2014,democrat,203954.0
WA-07,2014,republican,47921.0
WA-08,2014,republican,125741.0
WA-08,2014,democrat,73003.0
WA-09,2014,republican,48662.0
WA-09,2014,democrat,118132.0
WA-10,2014,democrat,99279.0
WA-10,2014,republican,82213.0
WV-01,2014,democrat,52109.0
WV-01,2014,republican,92491.0
WV-02,2014,democrat,67687.0
WV-02,2014,republican,72619.0
WV-02,2014,libertarian,7682.0
WV-02,2014,independent,6250.0
WV-03,2014,democrat,62688.0
WV-03,2014,republican,77713.0
WI-01,2014,republican,182316.0
WI-01,2014,democrat,105552.0
WI-02,2014,democrat,224920.0
WI-02,2014,republican,103619.0
WI-03,2014,republican,119540.0
WI-03,2014,democrat,155368.0
WI-04,2014,independent,7002.0
WI-04,2014,democrat,179045.0
WI-04,2014,republican,68490.0
WI-05,2014,republican,231160.0
WI-05,2014,democrat,101190.0
WI-06,2014,republican,169767.0
WI-06,2014,libertarian,6865.0
WI-06,2014,democrat,122212.0
WI-07,2014,green,3686.0
WI-07,2014,republican,169891.0
WI-07,2014,democrat,112949.0
WI-08,2014,republican,188553.0
WI-08,2014,democrat,101345.0
WY-00,2014,republican,113038.0
WY-00,2014,democrat,37803.0
WY-00,2014,constitution,6749.0
WY-00,2014,libertarian,7112.0
AL-01,2016,republican,208083.0
AL-02,2016,democrat,112089.0
AL-02,2016,republican,134886.0
AL-03,2016,republican,192164.0
AL-03,2016,democrat,94549.0
AL-04,2016,republican,235925.0
AL-05,2016,republican,205647.0
AL-05,2016,democrat,102234.0
AL-06,2016,democrat,83709.0
AL-06,2016,republican,245313.0
AL-07,2016,democrat,229330.0
AK-00,2016,none,9093.0
AK-00,2016,republican,155088.0
AK-00,2016,democrat,111019.0
AK-00,2016,libertarian,31770.0
AZ-01,2016,republican,121745.0
AZ-01,2016,democrat,142219.0
AZ-01,2016,green,16746.0
AZ-02,2016,republican,179806.0
AZ-02,2016,democrat,135873.0
AZ-03,2016,democrat,148973.0
AZ-03,2016,republican,332.0
AZ-04,2016,republican,203487.0
AZ-04,2016,democrat,81296.0
AZ-05,2016,republican,205184.0
AZ-05,2016,democrat,114940.0
AZ-06,2016,democrat,122866.0
AZ-06,2016,republican,201578.0
AZ-07,2016,republican,39286.0
AZ-07,2016,democrat,119465.0
AZ-08,2016,republican,204942.0
AZ-08,2016,green,93954.0
AZ-09,2016,democrat,169055.0
AZ-09,2016,republican,108350.0
AR-01,2016,libertarian,57181.0
AR-01,2016,republican,183866.0
AR-02,2016,republican,176472.0
AR-02,2016,libertarian,14342.0
AR-02,2016,democrat,111347.0
AR-03,2016,republican,217192.0
AR-03,2016,libertarian,63715.0
AR-04,2016,libertarian,61274.0
AR-04,2016,republican,182885.0
CA-01,2016,democrat,128588.0
CA-01,2016,republican,185448.0
CA-02,2016,democrat,254194.0
CA-02,2016,republican,76572.0
CA-03,2016,democrat,152513.0
CA-03,2016,republican,104453.0
CA-04,2016,republican,220133.0
CA-04,2016,democrat,130845.0
CA-05,2016,republican,67565.0
CA-05,2016,democrat,224526.0
CA-06,2016,democrat,177565.0
CA-06,2016,republican,57848.0
CA-07,2016,democrat,152133.0
CA-07,2016,republican,145168.0
CA-08,2016,democrat,83035.0
CA-08,2016,republican,136972.0
CA-09,2016,democrat,133163.0
CA-09,2016,republican,98992.0
CA-10,2016,republican,124671.0
CA-10,2016,democrat,116470.0
CA-11,2016,democrat,214868.0
CA-11,2016,republican,83341.0
CA-12,2016,democrat,274035.0
CA-12,2016,none,64810.0
CA-13,2016,republican,29754.0
CA-13,2016,democrat,293117.0
CA-14,2016,democrat,231630.0
CA-14,2016,republican,54817.0
CA-15,2016,republican,70619.0
CA-15,2016,democrat,198578.0
CA-16,2016,democrat,97473.0
CA-16,2016,republican,70483.0
CA-17,2016,democrat,142268.0
CA-18,2016,republican,93470.0
CA-18,2016,democrat,230460.0
CA-19,2016,democrat,181802.0
CA-19,2016,republican,64061.0
CA-20,2016,republican,74811.0
CA-20,2016,democrat,180980.0
CA-21,2016,republican,75126.0
CA-21,2016,democrat,57282.0
CA-22,2016,democrat,76211.0
CA-22,2016,republican,158755.0
CA-23,2016,republican,167116.0
CA-23,2016,democrat,74468.0
CA-24,2016,democrat,166034.0
CA-24,2016,republican,144780.0
CA-25,2016,republican,138755.0
CA-25,2016,democrat,122406.0
CA-26,2016,republican,111059.0
CA-26,2016,democrat,169248.0
CA-27,2016,republican,81655.0
CA-27,2016,democrat,168977.0
CA-28,2016,republican,59526.0
CA-28,2016,democrat,210883.0
CA-29,2016,democrat,128407.0
CA-30,2016,republican,77325.0
CA-30,2016,democrat,205279.0
CA-31,2016,democrat,121070.0
CA-31,2016,republican,94866.0
CA-32,2016,democrat,114926.0
CA-33,2016,republican,110822.0
CA-33,2016,democrat,219397.0
CA-34,2016,democrat,122842.0
CA-35,2016,republican,47309.0
CA-35,2016,democrat,124044.0
CA-36,2016,republican,88269.0
CA-36,2016,democrat,144348.0
CA-37,2016,democrat,192490.0
CA-38,2016,democrat,163590.0
CA-38,2016,republican,68524.0
CA-39,2016,democrat,112679.0
CA-39,2016,republican,150777.0
CA-40,2016,none,42743.0
CA-40,2016,democrat,106554.0
CA-41,2016,republican,69159.0
CA-41,2016,democrat,128164.0
CA-42,2016,democrat,104689.0
CA-42,2016,republican,149547.0
CA-43,2016,democrat,167017.0
CA-43,2016,republican,52499.0
CA-44,2016,democrat,93124.0
CA-45,2016,democrat,129231.0
CA-45,2016,republican,182618.0
CA-46,2016,democrat,115248.0
CA-47,2016,republican,88109.0
CA-47,2016,democrat,154759.0
CA-48,2016,republican,178701.0
CA-48,2016,democrat,127715.0
CA-49,2016,republican,155888.0
CA-49,2016,democrat,154267.0
CA-50,2016,republican,179937.0
CA-50,2016,democrat,103646.0
CA-51,2016,republican,54362.0
CA-51,2016,democrat,145162.0
CA-52,2016,republican,139403.0
CA-52,2016,democrat,181253.0
CA-53,2016,republican,97968.0
CA-53,2016,democrat,198988.0
CO-01,2016,democrat,257254.0
CO-01,2016,libertarian,16752.0
CO-01,2016,republican,105030.0
CO-02,2016,democrat,260175.0
CO-02,2016,libertarian,27136.0
CO-02,2016,republican,170001.0
CO-03,2016,libertarian,18903.0
CO-03,2016,republican,204220.0
CO-03,2016,democrat,150914.0
CO-04,2016,republican,248230.0
CO-04,2016,libertarian,18761.0
CO-04,2016,democrat,123642.0
CO-05,2016,republican,225445.0
CO-05,2016,democrat,111676.0
CO-05,2016,libertarian,24872.0
CO-06,2016,republican,191626.0
CO-06,2016,libertarian,18778.0
CO-06,2016,democrat,160372.0
CO-06,2016,green,5641.0
CO-07,2016,democrat,199758.0
CO-07,2016,libertarian,18186.0
CO-07,2016,republican,144066.0
CT-01,2016,green,6563.0
CT-01,2016,working families,13665.0
CT-01,2016,republican,105674.0
CT-01,2016,democrat,187021.0
CT-02,2016,libertarian,4949.0
CT-02,2016,working families,22608.0
CT-02,2016,green,5332.0
CT-02,2016,republican,111149.0
CT-02,2016,democrat,186210.0
CT-03,2016,working families,21298.0
CT-03,2016,democrat,192274.0
CT-03,2016,republican,95786.0
CT-04,2016,independent,5071.0
CT-04,2016,democrat,187811.0
CT-04,2016,republican,120653.0
CT-05,2016,independent,4901.0
CT-05,2016,democrat,163499.0
CT-05,2016,republican,124900.0
CT-05,2016,working families,15753.0
DE-00,2016,republican,172301.0
DE-00,2016,democrat,233554.0
DE-00,2016,green,8326.0
DE-00,2016,libertarian,6436.0
FL-01,2016,republican,255107.0
FL-01,2016,democrat,114079.0
FL-02,2016,democrat,102801.0
FL-02,2016,libertarian,9395.0
FL-02,2016,republican,231163.0
FL-03,2016,democrat,136338.0
FL-03,2016,republican,193843.0
FL-03,2016,none,12519.0
FL-04,2016,democrat,113088.0
FL-04,2016,republican,287509.0
FL-04,2016,none,9054.0
FL-05,2016,republican,108325.0
FL-05,2016,democrat,194549.0
FL-06,2016,democrat,151051.0
FL-06,2016,republican,213519.0
FL-07,2016,republican,171583.0
FL-07,2016,democrat,182039.0
FL-08,2016,democrat,127127.0
FL-08,2016,none,16951.0
FL-08,2016,republican,246483.0
FL-09,2016,democrat,195311.0
FL-09,2016,republican,144450.0
FL-10,2016,democrat,198491.0
FL-10,2016,republican,107498.0
FL-11,2016,democrat,124713.0
FL-11,2016,republican,258016.0
FL-11,2016,none,11990.0
FL-12,2016,republican,253559.0
FL-12,2016,democrat,116110.0
FL-13,2016,democrat,184693.0
FL-13,2016,republican,171149.0
FL-14,2016,democrat,195789.0
FL-14,2016,republican,121088.0
FL-15,2016,republican,182999.0
FL-15,2016,democrat,135475.0
FL-16,2016,republican,230654.0
FL-16,2016,democrat,155262.0
FL-17,2016,democrat,115974.0
FL-17,2016,republican,209348.0
FL-17,2016,none,13353.0
FL-18,2016,republican,201488.0
FL-18,2016,none,12503.0
FL-18,2016,democrat,161918.0
FL-19,2016,republican,239225.0
FL-19,2016,democrat,123812.0
FL-20,2016,republican,54646.0
FL-20,2016,democrat,222914.0
FL-21,2016,republican,118038.0
FL-21,2016,democrat,210606.0
FL-21,2016,none,7217.0
FL-22,2016,republican,138737.0
FL-22,2016,democrat,199113.0
FL-23,2016,democrat,183225.0
FL-23,2016,none,5180.0
FL-23,2016,republican,130818.0
FL-24,2016,democrat,0.0
FL-25,2016,democrat,95319.0
FL-25,2016,republican,157921.0
FL-26,2016,none,16502.0
FL-26,2016,republican,148547.0
FL-26,2016,democrat,115493.0
FL-27,2016,republican,157917.0
FL-27,2016,democrat,129760.0
GA-01,2016,republican,210243.0
GA-02,2016,democrat,148543.0
GA-02,2016,republican,94056.0
GA-03,2016,democrat,95969.0
GA-03,2016,republican,207218.0
GA-04,2016,democrat,220146.0
GA-04,2016,republican,70593.0
GA-05,2016,republican,46768.0
GA-05,2016,democrat,253781.0
GA-06,2016,democrat,124917.0
GA-06,2016,republican,201088.0
GA-07,2016,democrat,114220.0
GA-07,2016,republican,174081.0
GA-08,2016,republican,173983.0
GA-08,2016,democrat,83225.0
GA-09,2016,republican,256535.0
GA-10,2016,republican,243725.0
GA-11,2016,republican,217935.0
GA-11,2016,democrat,105383.0
GA-12,2016,republican,159492.0
GA-12,2016,democrat,99420.0
GA-13,2016,democrat,252833.0
GA-14,2016,republican,216743.0
HI-01,2016,none,4381.0
HI-01,2016,democrat,145417.0
HI-01,2016,libertarian,6601.0
HI-01,2016,republican,45958.0
HI-02,2016,republican,39668.0
HI-02,2016,democrat,170848.0
ID-01,2016,republican,242252.0
ID-01,2016,democrat,113052.0
ID-02,2016,republican,205292.0
ID-02,2016,constitution,25005.0
ID-02,2016,democrat,95940.0
IL-01,2016,democrat,234037.0
IL-01,2016,republican,81817.0
IL-02,2016,republican,59471.0
IL-02,2016,democrat,235051.0
IL-03,2016,democrat,225320.0
IL-04,2016,democrat,171297.0
IL-05,2016,republican,86222.0
IL-05,2016,democrat,212842.0
IL-05,2016,green,14657.0
IL-06,2016,republican,208555.0
IL-06,2016,democrat,143591.0
IL-07,2016,republican,46882.0
IL-07,2016,democrat,250584.0
IL-08,2016,democrat,144954.0
IL-08,2016,republican,103617.0
IL-09,2016,republican,109550.0
IL-09,2016,democrat,217306.0
IL-10,2016,democrat,150435.0
IL-10,2016,republican,135535.0
IL-11,2016,republican,108995.0
IL-11,2016,democrat,166578.0
IL-12,2016,democrat,124246.0
IL-12,2016,republican,169976.0
IL-12,2016,green,18780.0
IL-13,2016,democrat,126811.0
IL-13,2016,republican,187583.0
IL-14,2016,democrat,137589.0
IL-14,2016,republican,200508.0
IL-15,2016,republican,274554.0
IL-16,2016,republican,259722.0
IL-17,2016,republican,113943.0
IL-17,2016,democrat,173125.0
IL-18,2016,republican,250506.0
IL-18,2016,democrat,96770.0
IN-01,2016,libertarian,47051.0
IN-01,2016,democrat,207515.0
IN-02,2016,democrat,102401.0
IN-02,2016,libertarian,10601.0
IN-02,2016,republican,164355.0
IN-03,2016,libertarian,19828.0
IN-03,2016,democrat,66023.0
IN-03,2016,republican,201396.0
IN-04,2016,libertarian,14766.0
IN-04,2016,democrat,91256.0
IN-04,2016,republican,193412.0
IN-05,2016,libertarian,15329.0
IN-05,2016,democrat,123849.0
IN-05,2016,republican,221957.0
IN-06,2016,democrat,79135.0
IN-06,2016,republican,204920.0
IN-06,2016,libertarian,12330.0
IN-07,2016,republican,94456.0
IN-07,2016,democrat,158739.0
IN-07,2016,libertarian,11475.0
IN-08,2016,republican,187702.0
IN-08,2016,libertarian,13655.0
IN-08,2016,democrat,93356.0
IN-09,2016,democrat,130627.0
IN-09,2016,republican,174791.0
IN-09,2016,libertarian,17425.0
IA-01,2016,democrat,177403.0
IA-01,2016,republican,206903.0
IA-02,2016,republican,170933.0
IA-02,2016,democrat,198571.0
IA-03,2016,nominated by petition,6348.0
IA-03,2016,libertarian,15372.0
IA-03,2016,republican,208598.0
IA-03,2016,democrat,155002.0
IA-04,2016,republican,226719.0
IA-04,2016,democrat,142993.0
KS-01,2016,independent,67739.0
KS-01,2016,libertarian,19366.0
KS-01,2016,republican,169992.0
KS-02,2016,democrat,96840.0
KS-02,2016,libertarian,19333.0
KS-02,2016,republican,181228.0
KS-03,2016,republican,176022.0
KS-03,2016,libertarian,27791.0
KS-03,2016,democrat,139300.0
KS-04,2016,libertarian,7737.0
KS-04,2016,independent,19021.0
KS-04,2016,republican,166998.0
KS-04,2016,democrat,81495.0
KY-01,2016,democrat,81710.0
KY-01,2016,republican,216959.0
KY-02,2016,republican,251825.0
KY-03,2016,democrat,212401.0
KY-03,2016,republican,122093.0
KY-04,2016,democrat,94065.0
KY-04,2016,republican,233922.0
KY-05,2016,republican,221242.0
KY-06,2016,democrat,128728.0
KY-06,2016,republican,202099.0
LA-01,2016,libertarian,9405.0
LA-01,2016,green,6717.0
LA-01,2016,democrat,41840.0
LA-01,2016,republican,243645.0
LA-01,2016,none,3236.0
LA-02,2016,democrat,198289.0
LA-03,2016,republican,77671.0
LA-03,2016,libertarian,2937.0
LA-03,2016,none,2670.0
LA-03,2016,democrat,28385.0
LA-04,2016,none,3149.0
LA-04,2016,republican,87370.0
LA-04,2016,democrat,46579.0
LA-05,2016,republican,208545.0
LA-06,2016,other,3218.0
LA-06,2016,republican,207483.0
LA-06,2016,democrat,49380.0
LA-06,2016,libertarian,7603.0
ME-01,2016,republican,164569.0
ME-01,2016,democrat,227546.0
ME-02,2016,democrat,159081.0
ME-02,2016,republican,192878.0
MD-01,2016,libertarian,15370.0
MD-01,2016,democrat,103622.0
MD-01,2016,republican,242574.0
MD-02,2016,democrat,192183.0
MD-02,2016,libertarian,14128.0
MD-02,2016,republican,102577.0
MD-03,2016,green,9461.0
MD-03,2016,republican,115048.0
MD-03,2016,democrat,214640.0
MD-04,2016,libertarian,5744.0
MD-04,2016,republican,68670.0
MD-04,2016,green,8204.0
MD-04,2016,democrat,237501.0
MD-05,2016,democrat,242989.0
MD-05,2016,republican,105931.0
MD-05,2016,libertarian,11078.0
MD-06,2016,republican,133081.0
MD-06,2016,green,5824.0
MD-06,2016,libertarian,6889.0
MD-06,2016,democrat,185770.0
MD-07,2016,democrat,238838.0
MD-07,2016,green,9715.0
MD-07,2016,republican,69556.0
MD-08,2016,republican,124651.0
MD-08,2016,libertarian,7283.0
MD-08,2016,green,11201.0
MD-08,2016,democrat,220657.0
MA-01,2016,democrat,235803.0
MA-01,2016,libertarian,27511.0
MA-01,2016,independent,57504.0
MA-02,2016,democrat,275487.0
MA-03,2016,republican,107519.0
MA-03,2016,democrat,236713.0
MA-04,2016,republican,113055.0
MA-04,2016,democrat,265823.0
MA-05,2016,democrat,285606.0
MA-06,2016,democrat,308923.0
MA-07,2016,democrat,253354.0
MA-08,2016,republican,102744.0
MA-08,2016,democrat,271019.0
MA-09,2016,republican,127803.0
MA-09,2016,unenrolled,8338.0
MA-09,2016,democrat,211790.0
MA-09,2016,independent,26233.0
MI-01,2016,libertarian,13386.0
MI-01,2016,democrat,144334.0
MI-01,2016,republican,197777.0
MI-01,2016,green,4774.0
MI-02,2016,democrat,110391.0
MI-02,2016,green,5353.0
MI-02,2016,libertarian,8154.0
MI-02,2016,republican,212508.0
MI-02,2016,u.s. taxpayers,2904.0
MI-03,2016,republican,203545.0
MI-03,2016,u.s. taxpayers,10420.0
MI-03,2016,democrat,128400.0
MI-04,2016,republican,194572.0
MI-04,2016,green,3953.0
MI-04,2016,u.s. taxpayers,5595.0
MI-04,2016,democrat,101277.0
MI-04,2016,natural law,1838.0
MI-04,2016,libertarian,8516.0
MI-05,2016,green,4904.0
MI-05,2016,republican,112102.0
MI-05,2016,democrat,195279.0
MI-05,2016,libertarian,7006.0
MI-06,2016,democrat,119980.0
MI-06,2016,republican,193259.0
MI-06,2016,libertarian,16248.0
MI-07,2016,republican,184321.0
MI-07,2016,democrat,134010.0
MI-07,2016,libertarian,16476.0
MI-08,2016,republican,205629.0
MI-08,2016,libertarian,9619.0
MI-08,2016,green,5679.0
MI-08,2016,democrat,143791.0
MI-08,2016,natural law,2250.0
MI-09,2016,green,6614.0
MI-09,2016,libertarian,9563.0
MI-09,2016,democrat,199661.0
MI-09,2016,republican,128937.0
MI-10,2016,democrat,110112.0
MI-10,2016,green,5127.0
MI-10,2016,republican,215132.0
MI-10,2016,libertarian,10612.0
MI-11,2016,democrat,152461.0
MI-11,2016,libertarian,9545.0
MI-11,2016,republican,200872.0
MI-11,2016,none,16610.0
MI-12,2016,green,4377.0
MI-12,2016,democrat,211378.0
MI-12,2016,republican,96104.0
MI-12,2016,libertarian,7489.0
MI-12,2016,working class,9183.0
MI-13,2016,libertarian,9648.0
MI-13,2016,republican,40541.0
MI-13,2016,democrat,198771.0
MI-13,2016,working class,8835.0
MI-14,2016,republican,58103.0
MI-14,2016,democrat,244135.0
MI-14,2016,libertarian,4893.0
MI-14,2016,green,3843.0
MN-01,2016,republican,166524.0
MN-01,2016,democrat,169071.0
MN-02,2016,republican,173970.0
MN-02,2016,independence,28870.0
MN-02,2016,democratic-farmer-labor,167315.0
MN-03,2016,republican,223075.0
MN-03,2016,democratic-farmer-labor,169238.0
MN-04,2016,republican,121033.0
MN-04,2016,democrat,203299.0
MN-04,2016,legal marijuana now,27152.0
MN-05,2016,legal marijuana now,30759.0
MN-05,2016,republican,80660.0
MN-05,2016,democrat,249957.0
MN-06,2016,democratic-farmer-labor,123010.0
MN-06,2016,republican,235385.0
MN-07,2016,republican,156944.0
MN-07,2016,democrat,173572.0
MN-08,2016,democrat,179097.0
MN-08,2016,republican,177088.0
MS-01,2016,libertarian,6181.0
MS-01,2016,reform,3840.0
MS-01,2016,democrat,83947.0
MS-01,2016,republican,206455.0
MS-02,2016,republican,83542.0
